Broad_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-001958,MS1_LUNG,MS-1-L;MS1; Ms1,,,Lung Cancer,small_cell_carcinoma,-1,
ACH-001131,MS1_SKIN,,753594,674,Skin Cancer,,,
ACH-001360,MS751_CERVIX,MS751,1240179,386,Cervical Cancer,Epidermoid Carcinoma,Female,
ACH-000335,MSTO211H_PLEURA,MSTO211H,908152,209,Mesothelioma/Lung Cancer,mesothelioma,Male,ATCC
ACH-001132,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,,
ACH-001956,MUGCHOR1_BONE,Mug-Chor-1,,,Bone Cancer,chordoma,,
ACH-000084,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MUTZ3,,,Leukemia,haematopoietic_neoplasm,Male,DSMZ
ACH-000492,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MUTZ5,,,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-001054,D458_CENTRAL_NERVOUS_SYSTEM,D458,,,Brain Cancer,"group 3, MYC-amp",,
ACH-001134,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,-1,
ACH-000462,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM1,,,Leukemia,haematopoietic_neoplasm,Female,DSMZ
ACH-000130,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NALM19,,,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-000211,DAOY_CENTRAL_NERVOUS_SYSTEM,DAOY_CENTRAL_NERVOUS_SYSTEM,906833,2150,Brain Cancer,non-MYC,Male,NIBRI
ACH-000944,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NAMALWA,908159,669,Lymphoma,lymphoid_neoplasm,Female,JCRB
ACH-000776,ONS76_CENTRAL_NERVOUS_SYSTEM,ONS76,909248,67,Brain Cancer,non-MYC,Female,HSSRB
ACH-001303,NB1643_AUTONOMIC_GANGLIA,,,,Neuroblastoma,,,
ACH-001232,UW228_CENTRAL_NERVOUS_SYSTEM,UW228,,,Medulloblastoma,non-MYC,,
ACH-002083,NB69_AUTONOMIC_GANGLIA,NB69,,,Neuroblastoma,,Male,
ACH-001578,NCCIT_TESTES,NCCIT,908441,1098,Embryonal Cancer,,Male,
ACH-000110,NCCSTCK140_STOMACH,NCCSTCK140,,,Gastric Cancer,,Female,RIKEN
ACH-000866,NCIH1048_LUNG,NCI-H1048,687995,1875,Lung SCLC,carcinoma,Female,ATCC
ACH-000514,NCIH1092_LUNG,NCI-H1092,687997,1928,Lung SCLC,carcinoma,Male,ATCC
ACH-000780,NCIH1105_LUNG,NCI-H1105,908468,128,Lung SCLC,carcinoma,Male,ATCC
ACH-000980,NCIH1155_LUNG,NCI-H1155,908467,801,Lung NSCLC,carcinoma,Male,ATCC
ACH-000523,NCIH1184_LUNG,NCI-H1184,,,Lung SCLC,carcinoma,Male,ATCC
ACH-000510,NCIH1299_LUNG,NCI-H1299,724831,1235,Lung NSCLC,carcinoma,Male,ATCC
ACH-000921,NCIH1339_LUNG,NCI-H1339,,,Lung SCLC,carcinoma,Female,ATCC
ACH-000129,NCIH1341_LUNG,NCI-H1341,1330964,1825,Lung SCLC,carcinoma,Female,ATCC
ACH-000666,NCIH1355_LUNG,NCI-H1355,724866,1780,Lung NSCLC,carcinoma,Male,ATCC
ACH-000845,NCIH1373_LUNG,NCI-H1373,,,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000737,NCIH1385_LUNG,NCI-H1385,,,Lung NSCLC,carcinoma,,
ACH-000327,NCIH1395_LUNG,NCI-H1395,684681,1826,Lung NSCLC,carcinoma,Female,ATCC
ACH-001591,NCIH1417_LUNG,NCI-H1417,688001,423,Lung Cancer,small_cell_carcinoma,Female,
ACH-000852,NCIH1435_LUNG,NCI-H1435,1298347,2119,Lung NSCLC,carcinoma,Female,ATCC
ACH-000830,NCIH1436_LUNG,NCI-H1436,908469,2120,Lung SCLC,carcinoma,Male,ATCC
ACH-000589,NCIH1437_LUNG,NCI-H1437,687794,800,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000506,NCIH146_LUNG,NCI-H146,910899,932,Lung SCLC,carcinoma,Male,ATCC
ACH-000892,NCIH1563_LUNG,NCI-H1563,753600,1402,Lung NSCLC,carcinoma,Male,ATCC
ACH-000869,NCIH1568_LUNG,NCI-H1568,1298348,711,Lung NSCLC,carcinoma,Female,ATCC
ACH-000916,NCIH1573_LUNG,NCI-H1573,908472,372,Lung NSCLC,carcinoma,Female,ATCC
ACH-000015,NCIH1581_LUNG,NCI-H1581,908471,1237,Lung NSCLC,carcinoma,Male,ATCC
ACH-000179,NCIH1618_LUNG,NCI-H1618,,,Lung SCLC,carcinoma,Female,ATCC
ACH-000744,NCIH1623_LUNG,NCI-H1623,687798,1238,Lung NSCLC,carcinoma,Male,ATCC
ACH-000766,NCIH1648_LUNG,NCI-H1648,687799,712,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000035,NCIH1650_LUNG,NCI-H1650,687800,1548,Lung NSCLC,carcinoma,Male,ATCC
ACH-000893,NCIH1651_LUNG,NCI-H1651,910900,1828,Lung NSCLC,carcinoma,Male,ATCC
ACH-000448,NCIH1666_LUNG,NCI-H1666,908473,958,Lung NSCLC,carcinoma,Female,ATCC
ACH-000021,NCIH1693_LUNG,NCI-H1693,687802,634,Lung NSCLC,adenocarcinoma,Female,ATCC
ACH-000431,NCIH1694_LUNG,NCI-H1694,688006,451,Lung SCLC,carcinoma,Male,ATCC
ACH-000747,NCIH1703_LUNG,NCI-H1703,908474,1239,Lung NSCLC,carcinoma,Male,ATCC
ACH-000675,NCIH1734_LUNG,NCI-H1734,722058,411,Lung NSCLC,carcinoma,Female,ATCC
ACH-000282,NCIH1755_LUNG,NCI-H1755,908475,1240,Lung NSCLC,carcinoma,Female,ATCC
ACH-001362,NCIH1770_LUNG,NCI-H1770 [H1770],687804,1014,Lung Cancer,,Male,
ACH-000379,NCIH1781_LUNG,NCI-H1781,1298350,2228,Lung NSCLC,carcinoma,Female,ATCC
ACH-000496,NCIH1792_LUNG,NCI-H1792,724868,2122,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000888,NCIH1793_LUNG,NCI-H1793,908463,934,Lung NSCLC,carcinoma,Female,ATCC
ACH-000033,NCIH1819_LUNG,NCI-H1819,,,Lung NSCLC,,,
ACH-000559,NCIH1836_LUNG,NCI-H1836,1240182,1829,Lung SCLC,carcinoma,Male,ATCC
ACH-000733,NCIH1838_LUNG,NCI-H1838,687807,1690,Lung NSCLC,carcinoma,Female,ATCC
ACH-000894,NCIH1869_LUNG,NCI-H1869,1240183,90,Lung NSCLC,carcinoma,Male,ATCC
ACH-001136,NCIH187_LUNG,NCI-H187 [H187],688007,1323,Lung Cancer,,-1,
ACH-000586,NCIH1876_LUNG,NCI-H1876,1330972,91,Lung SCLC,carcinoma,Male,ATCC
ACH-000434,NCIH1915_LUNG,NCI-H1915,1240184,1823,Lung NSCLC,carcinoma,Female,ATCC
ACH-000870,NCIH1930_LUNG,NCI-H1930,,,Lung SCLC,carcinoma,Male,ATCC
ACH-000414,NCIH1944_LUNG,NCI-H1944,1240185,183,Lung NSCLC,non_small_cell_carcinoma,Female,ATCC
ACH-000752,NCIH196_LUNG,NCI-H196,1240186,1250,Lung SCLC,carcinoma,Male,ATCC
ACH-000729,NCIH1963_LUNG,NCI-H1963,688010,1570,Lung SCLC,carcinoma,Male,ATCC
ACH-000587,NCIH1975_LUNG,NCI-H1975,924244,1403,Lung NSCLC,non_small_cell_carcinoma,Female,ATCC
ACH-001137,NCIH1993_LUNG,NCI-H1993,908476,78,Lung NSCLC,,,
ACH-000533,NCIH2004RT_SOFT_TISSUE,NCI-H2004-RT,,,Rhabdoid,rhabdoid_tumor,,
ACH-000886,NCIH2009_LUNG,NCI-H2009,724873,79,Lung NSCLC,adenocarcinoma,Female,ATCC
ACH-000781,NCIH2023_LUNG,NCI-H2023,1240187,1266,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000298,NCIH2029_LUNG,NCI-H2029,688011,2106,Lung SCLC,carcinoma,Female,ATCC
ACH-000521,NCIH2030_LUNG,NCI-H2030,722045,912,Lung NSCLC,non_small_cell_carcinoma,Male,ATCC
ACH-000153,NCIH2052_PLEURA,NCI-H2052,688058,1485,Lung Mesothelioma/Lung Cancer,mesothelioma,Male,ATCC
ACH-000727,NCIH2066_LUNG,NCI-H2066,1330973,1073,Lung SCLC,carcinoma,Female,ATCC
ACH-000590,NCIH2073_LUNG,NCI-H2073,,,Lung NSCLC,carcinoma,Female,ATCC
ACH-000010,NCIH2077_LUNG,NCI-H2077,,,Lung NSCLC,,,
ACH-000394,NCIH2081_LUNG,NCI-H2081,908480,914,Lung SCLC,carcinoma,Female,NIBRI
ACH-000451,NCIH2085_LUNG,NCI-H2085,687812,80,Lung NSCLC,carcinoma,Male,ATCC
ACH-000841,NCIH2087_LUNG,NCI-H2087,724834,915,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000290,NCIH209_LUNG,NCI-H209,688013,452,Lung SCLC,carcinoma,Male,
ACH-000904,NCIH2106_LUNG,NCI-H2106,,,Lung NSCLC,carcinoma,Male,GNF
ACH-000639,NCIH211_LUNG,NCI-H211,1240189,2107,Lung SCLC,carcinoma,Female,ATCC
ACH-000929,NCIH2110_LUNG,NCI-H2110,1298351,1948,Lung NSCLC,carcinoma,,GNF
ACH-000311,NCIH2122_LUNG,NCI-H2122,722046,1015,Lung NSCLC,adenocarcinoma,Female,ATCC
ACH-000785,NCIH2126_LUNG,NCI-H2126,,,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-001363,NCIH2135_LUNG,NCI-H2135 [H2135],1298352,106,Lung Cancer,,,
ACH-001138,NCIH2141_LUNG,,688014,1537,Lung SCLC,carcinoma,Male,ATCC
ACH-000481,NCIH2170_LUNG,NCI-H2170,687815,1811,Lung NSCLC,carcinoma,Male,
ACH-000525,NCIH2171_LUNG,NCI-H2171,688015,1571,Lung SCLC,carcinoma,Male,ATCC
ACH-000924,NCIH2172_LUNG,NCI-H2172,1298353,1692,Lung NSCLC,carcinoma,Female,ATCC
ACH-000399,NCIH2196_LUNG,NCI-H2196,908481,916,Lung SCLC,carcinoma,Male,ATCC
ACH-000610,NCIH2227_LUNG,NCI-H2227,688018,1220,Lung SCLC,carcinoma,Male,ATCC
ACH-000447,NCIH2228_LUNG,NCI-H2228,687816,1812,Lung NSCLC,carcinoma,Female,
ACH-000367,NCIH226_LUNG,NCI-H226,905941,1221,Lung NSCLC,carcinoma,Male,ATCC
ACH-000912,NCIH2286_LUNG,NCI-H2286,,,Lung SCLC,carcinoma,Female,
ACH-000718,NCIH2291_LUNG,NCI-H2291,724874,917,Lung NSCLC,adenocarcinoma,Male,ATCC
ACH-000900,NCIH23_LUNG,NCI-H23,905942,2108,Lung NSCLC,non_small_cell_carcinoma,Male,ATCC
ACH-000951,NCIH2342_LUNG,NCI-H2342,687819,1814,Lung NSCLC,carcinoma,Male,ATCC
ACH-000875,NCIH2347_LUNG,NCI-H2347,687820,337,Lung NSCLC,carcinoma,Female,ATCC
ACH-000121,NCIH2405_LUNG,NCI-H2405,687821,82,Lung NSCLC,carcinoma,Male,
ACH-000186,NCIH2444_LUNG,NCI-H2444,1298356,1538,Lung NSCLC,carcinoma,Male,ATCC
ACH-000092,NCIH2452_PLEURA,NCI-H2452,908462,624,Lung Mesothelioma/Lung Cancer,mesothelioma,Male,ATCC
ACH-000648,NCIH28_PLEURA,NCIH28,908470,1199,Mesothelioma/Lung Cancer,mesothelioma,Male,ATCC
ACH-000700,NCIH2882_LUNG,NCI-H2882,,,Lung NSCLC,,,
ACH-000251,NCIH2887_LUNG,NCI-H2887,,,Lung NSCLC,,,
ACH-001075,NCIH292_LUNG,NCI-H292,753604,935,Lung NSCLC,carcinoma,Female,NIBRI
ACH-000337,NCIH3122_LUNG,NCI-H3122,1240190,918,Lung NSCLC,,,
ACH-000837,NCIH322_LUNG,NCI-H322,,,Lung NSCLC,adenocarcinoma,Male,EACC
ACH-000109,NCIH3255_LUNG,NCI-H3255,,,Lung NSCLC,carcinoma,,NIBRI
ACH-001364,NCIH345_LUNG,NCI-H345 [H345],688021,1615,Lung Cancer,,Male,
ACH-000860,NCIH358_LUNG,NCI-H358,908465,1691,Lung NSCLC,bronchioloalveolar_adenocarcinoma,Male,ATCC
ACH-000638,NCIH441_LUNG,NCI-H441,908460,1815,Lung NSCLC,adenocarcinoma,,ATCC
ACH-000800,NCIH446_LUNG,NCI-H446,688023,1222,Lung SCLC,carcinoma,Male,ATCC
ACH-000463,NCIH460_LUNG,NCI-H460,905943,2146,Lung NSCLC,carcinoma,Male,ATCC
ACH-000360,NCIH508_LARGE_INTESTINE,NCI-H508,908442,35,Colon Cancer,adenocarcinoma,Male,NIBRI
ACH-000871,NCIH510_LUNG,NCI-H510,753605,919,Lung SCLC,carcinoma,Male,ATCC
ACH-000395,NCIH520_LUNG,NCI-H520,908443,2200,Lung NSCLC,carcinoma,Male,ATCC
ACH-000343,NCIH522_LUNG,NCI-H522,905944,1224,Lung NSCLC,carcinoma,Male,GNF
ACH-000816,NCIH524_LUNG,NCI-H524,908483,2147,Lung SCLC,carcinoma,Male,ATCC
ACH-000767,NCIH526_LUNG,NCI-H526,688025,1380,Lung SCLC,carcinoma,Male,ATCC
ACH-000628,NCIH596_LUNG,NCI-H596,908459,1225,Lung NSCLC,carcinoma,Male,ATCC
ACH-001599,NCIH64_LUNG,NCI-H64,688026,1371,Lung Cancer,small_cell_carcinoma,Female,
ACH-000378,NCIH647_LUNG,NCI-H647,1240191,955,Lung NSCLC,carcinoma,Male,ATCC
ACH-000945,NCIH650_LUNG,NCI-H650,722066,1539,Lung NSCLC,carcinoma,Male,ATCC
ACH-000177,NCIH660_PROSTATE,NCI-H660,1330975,87,Prostate Cancer,carcinoma,Male,GNF
ACH-000853,NCIH661_LUNG,NCI-H661,687829,107,Lung NSCLC,carcinoma,Male,ATCC
ACH-000089,NCIH684_LIVER,NCIH684,,,Liver Cancer,hepatoblastoma,,KCLB
ACH-000358,NCIH69_LUNG,NCI-H69,688027,1016,Lung SCLC,carcinoma,Male,ATCC
ACH-000491,NCIH716_LARGE_INTESTINE,NCI-H716,908458,649,Colon Cancer,adenocarcinoma,Male,NIBRI
ACH-000775,NCIH727_LUNG,NCI-H727,724855,341,Lung NSCLC,carcinoid-endocrine_tumour,Female,ATCC
ACH-000403,NCIH747_LARGE_INTESTINE,NCI-H747,908457,573,Colon Cancer,adenocarcinoma,Male,NIBRI
ACH-000789,NCIH810_LUNG,NCI-H810,925341,1104,Lung NSCLC,carcinoma,Male,GNF
ACH-000355,NCIH82_LUNG,NCI-H82,688031,1545,Lung SCLC,carcinoma,Male,ATCC
ACH-001140,NCIH820_LUNG,NCI-H820,,,Lung NSCLC,,,
ACH-000416,NCIH838_LUNG,NCI-H838,910399,484,Lung NSCLC,carcinoma,Male,ATCC
ACH-000292,NCIH841_LUNG,NCI-H841,1240192,1372,Lung SCLC,carcinoma,Male,
ACH-001365,NCIH847_LUNG,NCI-H847 [H847],1240193,630,Lung Cancer,,Male,
ACH-000710,NCIH854_LUNG,NCI-H854,,,Lung NSCLC,carcinoma,,KCLB
ACH-000297,NCIH889_LUNG,NCI-H889,,,Lung SCLC,carcinoma,Female,ATCC
ACH-000050,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCI-H929,724825,1230,Multiple Myeloma,lymphoid_neoplasm,Female,
ACH-000427,NCIN87_STOMACH,NCI-N87,908461,88,Gastric Cancer,adenocarcinoma,Male,
ACH-000076,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCO2,,,CML/Leukemia,haematopoietic_neoplasm,Female,HSSRB
ACH-001603,NH12_AUTONOMIC_GANGLIA,,908447,1546,Neuroblastoma,,Male,
ACH-001200,STM9101_SOFT_TISSUE,,,,Rhabdoid,rhabdoid_tumor,,
ACH-001300,CHLA15_AUTONOMIC_GANGLIA,,,,Neuroblastoma,neuroblastoma,,
ACH-001142,NHAHTDD_CENTRAL_NERVOUS_SYSTEM,NHAHTDD,,,Primary Cells,,-1,
ACH-000001,NIHOVCAR3_OVARY,NIH:OVCAR-3; OVCAR3,905933,2201,Ovarian Cancer,carcinoma,Female,ATCC
ACH-001143,NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NKL,,,Lymphoma,lymphoid_neoplasm,,
ACH-000120,CHP212_AUTONOMIC_GANGLIA,,906820,13,Neuroblastoma/Brain Cancer,neuroblastoma,,NIBRI
ACH-000200,NMCG1_CENTRAL_NERVOUS_SYSTEM,NMCG1,908449,650,Brain Cancer,glioma,,HSSRB
ACH-001605,NO10_CENTRAL_NERVOUS_SYSTEM,no.10,908452,36,Brain Cancer,,Male,
ACH-001606,NO11_CENTRAL_NERVOUS_SYSTEM,no.11,908450,1489,Brain Cancer,,Female,
ACH-001301,COGN278_AUTONOMIC_GANGLIA,,,,Neuroblastoma,,,
ACH-002067,NOS1_BONE,NOS-1,,,Bone Cancer,,Male,
ACH-001610,NP5_CENTRAL_NERVOUS_SYSTEM,NP 5,,,Brain Cancer,glioma,Male,
ACH-001611,NP8_CENTRAL_NERVOUS_SYSTEM,NP 8,,,Brain Cancer,glioblastoma,Female,
ACH-000388,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NU-DHL-1,,,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000287,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NUDUL1,1330982,95,Lymphoma,lymphoid_neoplasm,Male,DSMZ
ACH-000761,NUGC2_STOMACH,NUGC2,,,Gastric Cancer,adenocarcinoma,Female,NIBRI
ACH-000911,NUGC3_STOMACH,NUGC-3,908455,1251,Gastric Cancer,adenocarcinoma,Male,JHSF
ACH-000674,NUGC4_STOMACH,NUGC4,1298357,941,Gastric Cancer,adenocarcinoma,Female,GNF
ACH-001368,OACM51_OESOPHAGUS,OAC-M5.1,1503363,752,Esophageal Cancer,adenocarcinoma,Female,
ACH-000116,OAW28_OVARY,OAW28,946360,173,Ovarian Cancer,carcinoma,Female,ECACC
ACH-000704,OAW42_OVARY,OAW42,910548,782,Ovarian Cancer,carcinoma,Female,ECACC
ACH-000962,OC314_OVARY,OC 314,909257,896,Ovarian Cancer,carcinoma,Female,ICLC
ACH-001145,OC316_OVARY,,,,Ovarian Cancer,carcinoma,Female,ICLC
ACH-001302,COGN305_AUTONOMIC_GANGLIA,,,,Neuroblastoma,neuroblastoma,,
ACH-000310,IMR32_AUTONOMIC_GANGLIA,,,,Neuroblastoma,neuroblastoma,Male,NIBRI
ACH-000065,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML5,1330983,2130,Leukemia,,Male,DSMZ
ACH-001369,OCIC5X_OVARY,OCI-C5x,,,Ovarian Cancer,,Female,
ACH-001146,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,,,Lymphoma,diffuse_large_B_cell_lymphoma,,
ACH-001147,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,lymphoid_neoplasm,,
ACH-001148,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY-132;OCI-LY12,,,Lymphoma,lymphoid_neoplasm,,
ACH-000124,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY-19,1330984,1972,Lymphoma,lymphoid_neoplasm,Female,DSMZ
ACH-000158,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY3,,,Lymphoma,lymphoid_neoplasm,,ACADEMIC
ACH-001617,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY7,1659819,1606,Lymphoma,,Male,
ACH-000751,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIM1,1330985,1679,Leukemia,,,DSMZ
ACH-000854,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY5,,,Multiple Myeloma,,,
ACH-000436,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY7,,,Multiple Myeloma,,,
ACH-000247,OCUM1_STOMACH,OCUM1,1298358,1712,Gastric Cancer,adenocarcinoma,Female,NIBRI
ACH-000679,OE19_OESOPHAGUS,OE-19,910079,1664,Esophageal Cancer,adenocarcinoma,Male,HPACC
ACH-000544,OE21_OESOPHAGUS,OE21_OESOPHAGUS,1298359,2152,Esophageal Cancer,squamous_cell_carcinoma,Male,HPACC
ACH-000383,OE33_OESOPHAGUS,OE33,910549,1554,Esophageal Cancer,adenocarcinoma,Female,HPACC
ACH-000494,OELE_OVARY,OEL(E),,,Immortalized,immortalized_epithelial,,
ACH-002017,OMM1_UVEA,Omm1,,,Melanoma,uveal_melanoma,Male,
ACH-000013,ONCODG1_OVARY,ONCODG1,,,Ovarian Cancer,carcinoma,Female,DSMZ
ACH-001624,ONDA9_CENTRAL_NERVOUS_SYSTEM,Onda 9,,,Brain Cancer,glioma,Male,
ACH-000259,KELLY_AUTONOMIC_GANGLIA,,753618,225,Neuroblastoma,neuroblastoma,,
ACH-000057,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OPM-1,,,Multiple Myeloma,,,
ACH-000024,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OPM-2,909249,112,Multiple Myeloma,lymphoid_neoplasm,Female,DSMZ
ACH-001625,OSC19_UPPER_AERODIGESTIVE_TRACT,OSC-19,1298362,1253,Head and Neck,Squamous Cell Carcinoma,Male,
ACH-001626,OSC20_UPPER_AERODIGESTIVE_TRACT,OSC-20,1240196,1254,Head and Neck,,Female,
ACH-000159,OSRC2_KIDNEY,OSRC2,909250,1674,Kidney Cancer,carcinoma,Male,RIKEN
ACH-000296,OUMS23_LARGE_INTESTINE,,,,Colon Cancer,adenocarcinoma,,HSSRB
ACH-001150,OUMS27_BONE,,,,Chondrosarcoma/Bone Cancer,chondrosarcoma,Male,HSSRB
ACH-001373,OV17R_OVARY,OV17R,1480361,986,Ovarian Cancer,,Female,
ACH-000091,OV56_OVARY,OV56,1480362,686,Ovarian Cancer,carcinoma,Female,ECACC
ACH-000688,OV7_OVARY,OV7,1480360,1985,Ovarian Cancer,carcinoma,Female,ECACC
ACH-000291,OV90_OVARY,OV-90,1240197,1327,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-000617,OVCAR4_OVARY,OVCAR-4,905990,606,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-001151,OVCAR5_OVARY,,905969,1858,Ovarian Cancer,,Female,Garraway Lab
ACH-000696,OVCAR8_OVARY,OVCAR-8,905991,2131,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-000527,OVISE_OVARY,OVISE,1240198,358,Ovarian Cancer,carcinoma,Female,HSSRB
ACH-000947,OVK18_OVARY,OVK18,1480371,200,Ovarian Cancer,carcinoma,Female,Riken
ACH-000443,OVKATE_OVARY,OVKATE,1240199,1094,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-000646,OVMANA_OVARY,OVMANA,,,Ovarian Cancer,carcinoma,Female,NIBRI
ACH-000409,OVSAHO_OVARY,OVSAHO,,,Ovarian Cancer,adenocarcinoma,Female,HSSRB
ACH-000663,OVTOKO_OVARY,OVTOKO,1298365,1095,Ovarian Cancer,carcinoma,Female,HSSRB
ACH-000372,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12ICHIKAWA,909251,2153,Leukemia,lymphoid_neoplasm,Male,DSMZ
ACH-002059,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID,P30/OHK,,,Leukemia,,Female,
ACH-000227,KPNYN_AUTONOMIC_GANGLIA,,907314,1977,Neuroblastoma,neuroblastoma,Male,HSSRB
ACH-000707,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P3HR1,,,Lymphoma,lymphoid_neoplasm,Male,NIBRI
ACH-001374,PA1_OVARY,PA-1 [PA1],909255,643,Ovarian Cancer,Teratocarcinoma,Female,
ACH-001375,PACADD119_PANCREAS,PACADD-119,,,Pancreatic Cancer,adenocarcinoma,Male,
ACH-001376,PACADD135_PANCREAS,PACADD-135,,,Pancreatic Cancer,adenocarcinoma,Female,
ACH-001377,PACADD137_PANCREAS,PACADD-137,,,Pancreatic Cancer,adenocarcinoma,Female,
ACH-001378,PACADD159_PANCREAS,PACADD-159,,,Pancreatic Cancer,adenocarcinoma,Male,
ACH-001379,PACADD161_PANCREAS,PACADD-161,,,Pancreatic Cancer,adenocarcinoma,Female,
ACH-001380,PACADD165_PANCREAS,PACADD-165,,,Pancreatic Cancer,adenocarcinoma,Male,
ACH-001382,PACADD188_PANCREAS,PACADD-188,,,Pancreatic Cancer,adenocarcinoma,Female,
ACH-000042,PANC0203_PANCREAS,,1298475,1838,Pancreatic Cancer,adenocarcinoma,Female,ATCC
ACH-000031,PANC0213_PANCREAS,,,,Pancreatic Cancer,adenocarcinoma,Female,NIBRI
ACH-000139,PANC0327_PANCREAS,Panc 03.27,925346,1873,Pancreatic Cancer,adenocarcinoma,Female,ATCC
ACH-000235,PANC0403_PANCREAS,,1298476,2123,Pancreatic Cancer,adenocarcinoma,Male,ATCC
ACH-000093,PANC0504_PANCREAS,PANC0504,,,Pancreatic Cancer,adenocarcinoma,Female,ATCC
ACH-000417,PANC0813_PANCREAS,Panc 08.13,925347,635,Pancreatic Cancer,adenocarcinoma,Male,NIBRI
ACH-000164,PANC1_PANCREAS,PANC-1,,,Pancreatic Cancer,adenocarcinoma,Male,NIBRI
ACH-000060,PANC1005_PANCREAS,Panc 10.05,925348,197,Pancreatic Cancer,adenocarcinoma,Male,NIBRI
ACH-000599,PATU8902_PANCREAS,PA-TU-8902T,1298526,1549,Pancreatic Cancer,adenocarcinoma,Female,DSMZ
ACH-000022,PATU8988S_PANCREAS,PATU8988S,,,Pancreatic Cancer,adenocarcinoma,Female,DSMZ
ACH-000023,PATU8988T_PANCREAS,,1240201,1242,Pancreatic Cancer,adenocarcinoma,Female,GNF
ACH-000030,PC14_LUNG,PC-14,753608,198,Lung NSCLC,carcinoma,,RIKEN
ACH-000090,PC3_PROSTATE,PC-3,905934,911,Prostate Cancer,adenocarcinoma,Male,ATCC
ACH-000779,PC9_LUNG,PC9,,,Lung NSCLC,non_small_cell_carcinoma,,
ACH-001162,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Multiple Myeloma,lymphoid_neoplasm,,Riken
ACH-000619,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,PECAPJ15,1240207,1810,Head and Neck Cancer,carcinoma,Male,ECACC
ACH-000606,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,PE/CA-PJ34 (clone C12),,,Head and Neck Cancer,carcinoma,Male,ECACC
ACH-000732,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,PECAPJ41CLONED2,,,Head and Neck Cancer,carcinoma,Female,ECACC
ACH-000735,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,PE/CA-PJ49,,,Head and Neck Cancer,carcinoma,Male,ECACC
ACH-001354,LAN2_AUTONOMIC_GANGLIA,LAN-2,,,Neuroblastoma,,Female,
ACH-000078,MHHNB11_AUTONOMIC_GANGLIA,,908135,1818,Neuroblastoma,neuroblastoma,Male,DSMZ
