V1	V2	V3					
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.805212366302631	60
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.935558301845738	60
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.738733080600132	60
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.313421292849938	61
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.725796889143002	61
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.535921623261169	61
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.713506533153946	61
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.816254488066806	61
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.757868225715037	61
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.426692928418229	61
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.811768126252291	61
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.304639475572124	61
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.841424395017491	61
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.894200963471804	61
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.836151125338556	61
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.912227329067391	61
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.789123112593313	61
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.371438385948266	62
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.680942287778483	62
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.783495692688652	62
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.718749260568088	62
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.807584987835597	62
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.58994791860649	62
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.410329278190981	62
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.816828534338118	62
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.248962574328579	62
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.729202555773731	62
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.93863135996258	62
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.866115245160452	62
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.910027478707871	62
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.75041216714799	62
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.421641434777515	63
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.785666586535792	63
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.673414060613423	63
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.681854589941668	63
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.883810164699605	63
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.529295515624801	63
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.319795299314083	63
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.827478122645415	63
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.262297874810219	63
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.81381782681247	63
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.758773558060077	63
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.832885488303847	63
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.956041117806127	63
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.782863691182924	63
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.418537557950878	64
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.769772571354598	64
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.758452759927557	64
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.824708785441712	64
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.870222265938719	64
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.686299417162214	64
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.436191734634963	64
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.799506919750445	64
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.254259152318506	64
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.786724773925545	64
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.907665681446021	64
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.830278128935829	64
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.877994119761679	64
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.790020618149604	64
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.363006213350069	65
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.750027496023521	65
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.748766804533595	65
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.730899103257165	65
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.877652688773935	65
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.669036251179876	65
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.395686446436135	65
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.815227301600169	65
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.241347653587905	65
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.768234711840972	65
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.893752358123447	65
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.816832592678787	65
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.957690238456014	65
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.766763090703926	65
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.371955998150909	66
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.717273436482509	66
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.662663645775173	66
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.725099664433363	66
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.861308692077045	66
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.677464362988114	66
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.519340262645822	66
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.828046276032118	66
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.238059743519591	66
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.832008745536889	66
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.930576493531912	66
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.84246289412506	66
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.962464747086091	66
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.787318313183125	66
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.383220925459708	67
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.635848087112611	67
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.561091361016045	67
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.724710111228488	67
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.885988713051348	67
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.570919702117043	67
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.348506387350563	67
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.808763579283179	67
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.227796335010884	67
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.69948240289198	67
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.887097485657828	67
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.816057291476827	67
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.772859442948445	67
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.813081289326393	67
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.395880647858962	68
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.781009825561226	68
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.717188938144111	68
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.721592236104723	68
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.874064833010676	68
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.575437073607392	68
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.59498187802412	68
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.814393773655238	68
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.198946960430132	68
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.846010492249217	68
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.915271251420246	68
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.853359683942763	68
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.922723380909295	68
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.748120034274356	68
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.388265122515619	69
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.818293875590219	69
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.735135285557185	69
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.631453841313885	69
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.876226585221385	69
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.663371569395815	69
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.445677478428274	69
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.809289181939759	69
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.272888687899077	69
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.8535561315488	69
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.698120446926196	69
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.844399353886978	69
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.980923430107962	69
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.743056155394187	69
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.177465495488751	70
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.696062710570726	70
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.632359704311289	70
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.701304903516581	70
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.866634292519355	70
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.717484593754178	70
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.554127930227211	70
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.769769157497359	70
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.224255378885856	70
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.858199696001029	70
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.926903074099635	70
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.827835620789842	70
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.878619695124933	70
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.755559299673748	70
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.380380144327857	71
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.743767779682638	71
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.742460526962494	71
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.705604791857847	71
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.866959983703967	71
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.631615625577764	71
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.338454816560114	71
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.803180673608727	71
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.244377899091313	71
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.78878267579618	71
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.92324586570656	71
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.806770579730483	71
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.870510799132028	71
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.775425835732587	71
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.326135840709187	72
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.670090317489099	72
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.724306643973308	72
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.830815339962655	72
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.903573379891866	72
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.610949550259819	72
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.490427674496388	72
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.830813839708141	72
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.300418052103043	72
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.890226109063471	72
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.678359064965578	72
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.820334115725535	72
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.941723785411	72
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.829571645978498	72
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.346104044817729	73
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.730491332661066	73
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.818599293509577	73
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.727121829123847	73
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.851638243052801	73
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.543455274397579	73
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.220402252027762	73
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.780108095194371	73
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.161609176604722	73
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.80881869770677	73
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.847965593494095	73
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.844807675597776	73
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.949305563767046	73
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.771038606732606	73
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.374311660307014	74
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.708524301587823	74
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.709530858784116	74
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.660521178819197	74
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.822274426943703	74
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.570705474228654	74
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.319514879299454	74
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.779710645734611	74
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.198760488311969	74
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.876240745820103	74
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.930639535235283	74
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.819553788161649	74
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.9283493988436	74
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.75252021774368	74
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.21224157224597	75
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.720620169606755	75
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.651288577938157	75
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.760790885092396	75
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.841236621715608	75
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.761805171508302	75
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.412401228107067	75
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.820895277162327	75
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.241645204975181	75
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.799726402298065	75
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.869100759739574	75
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.819433908712783	75
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.992940637008581	75
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.725157034344591	75
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.288491866936305	76
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.804570276460748	76
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.714901703266794	76
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.67596209883078	76
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.892964568965435	76
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.668727792969004	76
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.440818861316452	76
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.821133397831363	76
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.204985674160908	76
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.823064912977481	76
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.905629892487815	76
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.869350688193869	76
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.961581838922102	76
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.764945457180779	76
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.37318628695108	77
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.633905940008076	77
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.826587929740505	77
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.806821747412421	77
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.884736305973242	77
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.643680329526448	77
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.55457342899118	77
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.796388700867027	77
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.152445539934717	77
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.861710841456014	77
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.889668315115583	77
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.839120633942029	77
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.90905792877338	77
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.771584652646565	77
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.405785117725562	78
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.707411116647187	78
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.820273059410779	78
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.763331249417627	78
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.897131623534348	78
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.657344172008744	78
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.457286005094396	78
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.794084630583452	78
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.284097504813187	78
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.886227858219864	78
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.892548170716018	78
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.81492741917553	78
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.886538200188387	78
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.735077906943165	78
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.406850445549807	79
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.730263595918861	79
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.754621789924047	79
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.775841240640424	79
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.878825492946966	79
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.551563261666533	79
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.345920317153902	79
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.781247915702499	79
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.199640812434625	79
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.863732118298218	79
PHA-665752	PHA.665752	PHA-665752	0.322053963548082	-0.237962191105056	105	0.956776570267233	79
PLX4720	PLX4720	PLX-4720	0.521233431474875	-0.525193424111984	336	0.78808538844491	79
Sorafenib	Sorafenib	Sorafenib	0.400941561804981	-0.393027620531589	101	0.825047632202346	79
TAE684	TAE684	NVP-TAE684	0.486107452322865	-0.310075877840133	105	0.665291645055315	79
17-AAG	X17.AAG	Tanespimycin	0.506594322959209	-0.22161984683962	297	0.332249342794443	80
AZD0530	AZD0530	Saracatinib	0.556688047765812	-0.562281612628456	105	0.626756573581493	80
Erlotinib	Erlotinib	Erlotinib	0.365744859978835	-0.10318007404433	92	0.516630545228913	80
Lapatinib	Lapatinib	Lapatinib	0.491601925816891	-0.444033661918193	98	0.686087031657262	80
Nilotinib	Nilotinib	Nilotinib	0.750106999953418	-0.518465335783873	228	0.876376027073401	80
Nutlin-3	Nutlin.3	Nutlin-3a (-)	0.27665301118528	-0.286969434458493	298	0.641016748888234	80
Paclitaxel	Paclitaxel	Paclitaxel	0.40406967510035	-0.191860493812061	101	0.307329122474429	80
PD-0325901	PD.0325901	PD0325901	0.635847232950186	-0.576775534225853	294	0.81488847751551	80
PD-0332991	PD.0332991	Palbociclib	0.173693552978551	-0.153160528449011	240	0.247986697227615	80
PF2341066	PF2341066	Crizotinib	0.540383266091452	-0.577841432789624	105	0.829140031754755	80
